Waste_Weight_kg,Unit_Price_per_kg,Cost_Loss,Day,Month,Meal_Dinner,Meal_Lunch,Food_Category_Rice,Food_Category_Soup,Food_Category_Vegetables,Canteen_Section_B,Canteen_Section_C,Canteen_Section_D,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday
2.82,1.5,4.23,25,6,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0.92,3.0,2.76,25,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2.24,1.5,3.36,6,8,False,False,False,True,False,False,False,True,False,False,False,False,False,True
4.35,1.5,6.52,3,8,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0.44,2.0,0.88,13,6,False,True,True,False,False,False,True,False,False,False,False,False,False,False
0.76,3.0,2.28,9,8,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2.73,8.0,21.84,16,7,False,True,False,False,False,False,False,True,False,False,False,False,False,True
4.06,3.0,12.18,23,6,False,True,False,False,True,True,False,False,True,False,False,False,False,False
4.25,8.0,34.0,10,7,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0.56,1.5,0.84,28,7,False,True,False,True,False,False,True,False,True,False,False,False,False,False
1.62,1.5,2.43,28,6,False,False,False,True,False,False,False,True,False,True,False,False,False,False
1.25,8.0,10.0,15,6,True,False,False,False,False,False,True,False,False,False,True,False,False,False
3.78,1.5,5.67,16,7,True,False,False,True,False,False,False,True,False,False,False,False,False,True
1.38,3.0,4.14,27,6,False,True,False,False,True,False,True,False,False,False,False,False,False,False
4.27,1.5,6.4,13,6,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2.54,2.0,5.08,7,8,True,False,True,False,False,False,False,True,False,False,False,True,False,False
3.65,3.0,10.95,15,6,False,True,False,False,True,False,True,False,False,False,True,False,False,False
3.44,1.5,5.16,27,6,True,False,False,True,False,True,False,False,False,False,False,False,False,False
4.13,1.5,6.2,6,7,True,False,False,True,False,False,False,False,False,False,True,False,False,False
2.83,2.0,5.66,8,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.58,1.5,0.87,31,7,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3.32,2.0,6.64,14,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False
0.18,2.0,0.36,25,6,False,False,True,False,False,True,False,False,False,False,False,False,False,True
3.89,8.0,31.12,19,7,False,True,False,False,False,False,True,False,False,True,False,False,False,False
4.94,1.5,7.41,26,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False
2.81,1.5,4.21,10,7,False,True,False,True,False,False,True,False,False,False,False,True,False,False
2.04,2.0,4.08,5,7,True,False,True,False,False,False,False,True,False,True,False,False,False,False
2.59,8.0,20.72,1,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.86,3.0,5.58,18,7,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1.69,3.0,5.07,17,7,False,True,False,False,True,True,False,False,False,False,False,True,False,False
1.26,2.0,2.52,10,8,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0.31,2.0,0.62,25,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.32,8.0,2.56,22,7,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.6,1.5,0.9,5,8,True,False,False,True,False,False,True,False,False,False,False,False,True,False
4.3,1.5,6.45,10,7,True,False,False,True,False,False,False,False,False,False,False,True,False,False
2.72,8.0,21.76,3,7,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3.16,8.0,25.28,11,6,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0.42,8.0,3.36,21,7,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2.58,1.5,3.87,30,6,False,False,False,True,False,False,False,True,True,False,False,False,False,False
2.88,8.0,23.04,21,7,True,False,False,False,False,False,False,True,True,False,False,False,False,False
0.58,2.0,1.16,8,7,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1.17,3.0,3.51,26,7,False,True,False,False,True,False,False,True,False,True,False,False,False,False
2.55,1.5,3.82,20,7,False,True,False,True,False,False,False,False,False,False,True,False,False,False
2.61,3.0,7.83,5,7,True,False,False,False,True,True,False,False,False,True,False,False,False,False
3.33,2.0,6.66,14,6,True,False,True,False,False,False,False,True,False,True,False,False,False,False
4.89,3.0,14.67,14,6,False,True,False,False,True,False,True,False,False,True,False,False,False,False
4.03,1.5,6.04,20,6,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0.56,1.5,0.84,11,6,True,False,False,True,False,False,True,False,False,False,False,False,False,True
3.56,1.5,5.34,12,6,True,False,False,True,False,True,False,False,False,False,False,True,False,False
4.25,1.5,6.38,28,6,True,False,False,True,False,False,True,False,False,True,False,False,False,False
3.14,1.5,4.71,1,7,True,False,False,True,False,True,False,False,False,False,False,False,True,False
3.96,3.0,11.88,16,6,True,False,False,False,True,False,True,False,True,False,False,False,False,False
0.2,8.0,1.6,5,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.89,8.0,39.12,7,8,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3.4,2.0,6.8,19,6,True,False,True,False,False,True,False,False,False,False,False,True,False,False
4.22,1.5,6.33,10,8,False,False,False,True,False,True,False,False,False,False,True,False,False,False
4.75,8.0,38.0,7,7,False,True,False,False,False,False,True,False,True,False,False,False,False,False
1.29,3.0,3.87,25,6,False,False,False,False,True,True,False,False,False,False,False,False,False,True
2.72,3.0,8.16,29,7,True,False,False,False,True,True,False,False,False,False,False,False,True,False
2.43,3.0,7.29,1,7,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1.78,2.0,3.56,30,7,True,False,True,False,False,False,True,False,False,False,False,False,False,True
1.35,8.0,10.8,14,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3.57,1.5,5.35,1,7,False,True,False,True,False,False,False,False,False,False,False,False,True,False
3.82,1.5,5.73,21,6,False,False,False,True,False,False,False,True,False,True,False,False,False,False
4.91,1.5,7.37,24,7,False,True,False,True,False,False,False,True,False,False,False,True,False,False
4.84,1.5,7.26,9,7,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1.09,3.0,3.27,23,7,True,False,False,False,True,False,True,False,False,False,False,False,False,True
3.18,3.0,9.54,1,7,True,False,False,False,True,True,False,False,False,False,False,False,True,False
1.54,3.0,4.62,13,6,True,False,False,False,True,True,False,False,False,False,False,False,False,False
4.06,3.0,12.18,23,6,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.83,1.5,1.24,5,8,True,False,False,True,False,True,False,False,False,False,False,False,True,False
2.64,3.0,7.92,26,6,False,True,False,False,True,True,False,False,False,False,False,True,False,False
3.71,3.0,11.13,2,7,False,False,False,False,True,True,False,False,False,False,False,False,False,True
3.26,1.5,4.89,31,7,False,True,False,True,False,True,False,False,False,False,False,True,False,False
4.24,8.0,33.92,28,7,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.85,3.0,5.55,6,8,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1.08,3.0,3.24,25,7,False,True,False,False,True,True,False,False,False,False,False,False,False,False
2.22,3.0,6.66,15,7,False,False,False,False,True,False,True,False,False,False,False,False,True,False
4.42,8.0,35.36,29,7,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2.69,3.0,8.07,6,7,False,True,False,False,True,False,True,False,False,False,True,False,False,False
4.04,8.0,32.32,15,6,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0.34,2.0,0.68,18,7,False,True,True,False,False,False,False,True,False,False,False,False,False,False
4.5,1.5,6.75,4,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False
0.87,1.5,1.3,28,7,True,False,False,True,False,False,False,False,True,False,False,False,False,False
2.08,3.0,6.24,24,7,False,True,False,False,True,True,False,False,False,False,False,True,False,False
2.87,8.0,22.96,14,6,False,True,False,False,False,False,False,True,False,True,False,False,False,False
1.04,1.5,1.56,31,7,True,False,False,True,False,True,False,False,False,False,False,True,False,False
4.76,3.0,14.28,23,7,False,False,False,False,True,True,False,False,False,False,False,False,False,True
3.34,1.5,5.01,29,7,False,False,False,True,False,False,False,True,False,False,False,False,True,False
4.58,8.0,36.64,7,7,True,False,False,False,False,False,False,True,True,False,False,False,False,False
3.52,1.5,5.28,26,7,False,False,False,True,False,False,False,True,False,True,False,False,False,False
4.07,3.0,12.21,6,7,True,False,False,False,True,False,True,False,False,False,True,False,False,False
1.41,8.0,11.28,10,7,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.63,3.0,1.89,17,6,False,True,False,False,True,False,True,False,False,False,False,False,True,False
4.52,2.0,9.04,14,6,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1.14,1.5,1.71,10,7,True,False,False,True,False,True,False,False,False,False,False,True,False,False
2.25,8.0,18.0,13,7,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1.86,2.0,3.72,16,6,True,False,True,False,False,False,False,False,True,False,False,False,False,False
2.77,3.0,8.31,16,6,False,True,False,False,True,False,False,True,True,False,False,False,False,False
3.85,2.0,7.7,6,7,True,False,True,False,False,False,False,True,False,False,True,False,False,False
0.47,8.0,3.76,7,8,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0.92,3.0,2.76,27,7,True,False,False,False,True,True,False,False,False,False,True,False,False,False
4.83,1.5,7.25,28,6,False,True,False,True,False,False,False,True,False,True,False,False,False,False
0.79,8.0,6.32,4,7,False,True,False,False,False,False,False,True,False,False,False,False,False,False
4.48,2.0,8.96,26,6,False,True,True,False,False,False,False,False,False,False,False,True,False,False
4.08,2.0,8.16,22,6,True,False,True,False,False,False,True,False,False,False,True,False,False,False
4.72,2.0,9.44,6,8,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.21,3.0,0.63,6,7,False,True,False,False,True,False,False,True,False,False,True,False,False,False
0.59,8.0,4.72,6,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2.72,3.0,8.16,2,8,True,False,False,False,True,False,False,False,False,True,False,False,False,False
2.77,2.0,5.54,26,6,False,True,True,False,False,False,False,True,False,False,False,True,False,False
0.86,8.0,6.88,16,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.47,8.0,3.76,23,7,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3.98,1.5,5.97,13,6,True,False,False,True,False,False,True,False,False,False,False,False,False,False
4.67,2.0,9.34,5,8,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0.37,1.5,0.55,7,8,False,True,False,True,False,True,False,False,False,False,False,True,False,False
3.07,8.0,24.56,29,6,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.19,8.0,9.52,2,8,True,False,False,False,False,False,False,False,False,True,False,False,False,False
4.74,3.0,14.22,16,6,False,False,False,False,True,False,False,True,True,False,False,False,False,False
3.46,2.0,6.92,22,6,True,False,True,False,False,False,False,True,False,False,True,False,False,False
3.85,1.5,5.78,9,7,False,True,False,True,False,False,False,True,False,False,False,False,False,True
4.12,2.0,8.24,23,7,False,True,True,False,False,False,False,True,False,False,False,False,False,True
4.51,2.0,9.02,2,8,False,True,True,False,False,False,False,False,False,True,False,False,False,False
4.96,2.0,9.92,14,6,False,True,True,False,False,False,True,False,False,True,False,False,False,False
4.75,1.5,7.12,27,7,False,True,False,True,False,True,False,False,False,False,True,False,False,False
2.65,8.0,21.2,23,7,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1.43,8.0,11.44,21,7,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0.88,2.0,1.76,30,6,False,False,True,False,False,True,False,False,True,False,False,False,False,False
1.71,1.5,2.56,17,6,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3.7,3.0,11.1,27,6,False,True,False,False,True,True,False,False,False,False,False,False,False,False
0.32,8.0,2.56,20,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.13,3.0,6.39,8,8,True,False,False,False,True,False,True,False,False,False,False,False,False,False
3.76,2.0,7.52,19,6,False,True,True,False,False,False,True,False,False,False,False,True,False,False
2.84,8.0,22.72,8,7,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1.48,1.5,2.22,28,7,True,False,False,True,False,False,True,False,True,False,False,False,False,False
1.94,1.5,2.91,13,6,True,False,False,True,False,True,False,False,False,False,False,False,False,False
1.3,1.5,1.95,25,7,False,False,False,True,False,False,False,True,False,False,False,False,False,False
4.58,2.0,9.16,26,7,False,True,True,False,False,False,False,False,False,True,False,False,False,False
4.28,3.0,12.84,27,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2.85,1.5,4.28,18,6,False,True,False,True,False,False,False,True,False,False,False,False,False,True
