Date,Meal,Canteen_Section,Food_Category,Waste_Weight_kg,Unit_Price_per_kg,Cost_Loss
2025-06-26,Breakfast,A,Vegetables,2.63,3.0,7.89
2025-06-30,Dinner,B,Soup,4.95,1.5,7.43
2025-07-27,Lunch,C,Vegetables,4.83,3.0,14.49
2025-06-15,Lunch,B,Vegetables,4.82,3.0,14.46
2025-07-01,Lunch,D,Meat,0.23,8.0,1.84
2025-07-05,Breakfast,D,Rice,2.41,2.0,4.82
2025-08-06,Dinner,B,Vegetables,0.99,3.0,2.97
2025-07-23,Breakfast,A,Soup,1.8,1.5,2.7
2025-06-17,Dinner,B,Vegetables,3.46,3.0,10.38
2025-06-22,Dinner,A,Rice,4.84,2.0,9.68
2025-07-09,Dinner,B,Soup,3.13,1.5,4.7
2025-07-16,Dinner,D,Rice,4.95,2.0,9.9
2025-07-03,Lunch,D,Vegetables,4.55,3.0,13.65
2025-07-28,Lunch,A,Rice,0.46,2.0,0.92
2025-06-18,Breakfast,B,Meat,0.59,8.0,4.72
2025-07-15,Lunch,B,Meat,0.6,8.0,4.8
2025-06-14,Breakfast,A,Soup,2.36,1.5,3.54
2025-07-28,Lunch,C,Rice,3.69,2.0,7.38
2025-08-03,Breakfast,A,Meat,3.43,8.0,27.44
2025-07-04,Breakfast,A,Soup,4.92,1.5,7.38
2025-06-28,Dinner,A,Rice,2.22,2.0,4.44
2025-07-01,Breakfast,B,Vegetables,2.42,3.0,7.26
2025-07-03,Lunch,A,Rice,3.62,2.0,7.24
2025-07-31,Breakfast,A,Vegetables,0.29,3.0,0.87
2025-06-14,Breakfast,C,Soup,2.26,1.5,3.39
2025-06-24,Dinner,C,Meat,2.69,8.0,21.52
2025-06-24,Dinner,B,Meat,1.35,8.0,10.8
2025-07-01,Dinner,C,Vegetables,3.44,3.0,10.32
2025-07-28,Lunch,C,Vegetables,4.5,3.0,13.5
2025-08-08,Lunch,D,Rice,0.32,2.0,0.64
2025-06-14,Dinner,A,Rice,0.34,2.0,0.68
2025-08-03,Dinner,D,Meat,3.11,8.0,24.88
2025-07-12,Dinner,B,Rice,3.01,2.0,6.02
2025-08-07,Breakfast,D,Soup,3.34,1.5,5.01
2025-07-06,Breakfast,A,Soup,4.97,1.5,7.46
2025-06-11,Lunch,C,Rice,2.76,2.0,5.52
2025-08-07,Breakfast,C,Rice,2.87,2.0,5.74
2025-08-10,Breakfast,A,Meat,1.83,8.0,14.64
2025-07-22,Dinner,C,Rice,2.37,2.0,4.74
2025-07-27,Dinner,A,Rice,2.87,2.0,5.74
2025-06-29,Breakfast,C,Soup,4.14,1.5,6.21
2025-08-04,Dinner,B,Vegetables,0.93,3.0,2.79
2025-06-30,Lunch,C,Vegetables,2.21,3.0,6.63
2025-08-04,Dinner,C,Rice,3.29,2.0,6.58
2025-07-13,Lunch,A,Rice,0.66,2.0,1.32
2025-06-18,Breakfast,C,Vegetables,3.63,3.0,10.89
2025-07-31,Dinner,D,Meat,3.55,8.0,28.4
2025-08-10,Lunch,B,Meat,3.48,8.0,27.84
2025-08-04,Dinner,D,Meat,0.34,8.0,2.72
2025-06-19,Breakfast,A,Meat,3.84,8.0,30.72
2025-07-19,Breakfast,B,Meat,3.31,8.0,26.48
2025-07-24,Dinner,C,Vegetables,4.52,3.0,13.56
2025-07-31,Dinner,D,Vegetables,1.44,3.0,4.32
2025-07-25,Lunch,C,Vegetables,4.03,3.0,12.09
2025-06-16,Breakfast,A,Soup,2.1,1.5,3.15
2025-07-27,Lunch,A,Soup,3.47,1.5,5.21
2025-07-19,Breakfast,A,Vegetables,1.6,3.0,4.8
2025-06-30,Lunch,C,Rice,2.73,2.0,5.46
2025-07-16,Breakfast,C,Meat,0.79,8.0,6.32
2025-08-02,Lunch,B,Rice,3.34,2.0,6.68
2025-06-17,Lunch,C,Rice,3.91,2.0,7.82
2025-07-11,Lunch,A,Soup,2.55,1.5,3.82
2025-08-09,Lunch,C,Rice,4.82,2.0,9.64
2025-07-23,Dinner,B,Meat,3.53,8.0,28.24
2025-07-08,Dinner,B,Rice,1.86,2.0,3.72
2025-07-01,Breakfast,C,Rice,3.07,2.0,6.14
2025-07-11,Breakfast,D,Vegetables,1.73,3.0,5.19
2025-06-24,Dinner,B,Rice,0.49,2.0,0.98
2025-06-30,Lunch,B,Soup,2.41,1.5,3.62
2025-06-18,Dinner,A,Vegetables,1.83,3.0,5.49
2025-06-22,Dinner,B,Vegetables,1.95,3.0,5.85
2025-07-19,Lunch,D,Vegetables,2.7,3.0,8.1
2025-07-02,Lunch,A,Rice,1.78,2.0,3.56
2025-06-28,Breakfast,C,Rice,0.23,2.0,0.46
2025-07-01,Lunch,B,Vegetables,1.9,3.0,5.7
2025-07-30,Breakfast,D,Soup,4.19,1.5,6.29
2025-07-22,Dinner,C,Meat,3.0,8.0,24.0
2025-07-15,Breakfast,D,Meat,1.07,8.0,8.56
2025-08-05,Breakfast,D,Meat,1.42,8.0,11.36
2025-07-26,Lunch,C,Soup,2.5,1.5,3.75
2025-07-24,Breakfast,A,Rice,2.09,2.0,4.18
2025-06-27,Dinner,D,Meat,4.47,8.0,35.76
2025-07-18,Lunch,A,Rice,2.72,2.0,5.44
2025-07-10,Dinner,B,Vegetables,0.31,3.0,0.93
2025-06-27,Breakfast,C,Vegetables,2.88,3.0,8.64
2025-07-17,Lunch,B,Meat,2.74,8.0,21.92
2025-07-08,Lunch,C,Rice,4.81,2.0,9.62
2025-07-23,Dinner,A,Soup,1.64,1.5,2.46
2025-08-08,Lunch,A,Vegetables,3.61,3.0,10.83
2025-07-02,Dinner,D,Rice,1.52,2.0,3.04
2025-07-28,Breakfast,B,Vegetables,4.43,3.0,13.29
2025-07-02,Breakfast,B,Meat,4.38,8.0,35.04
2025-07-10,Breakfast,C,Meat,0.83,8.0,6.64
2025-07-18,Dinner,D,Vegetables,1.92,3.0,5.76
2025-07-26,Lunch,D,Meat,1.24,8.0,9.92
2025-07-31,Lunch,D,Soup,2.62,1.5,3.93
2025-08-02,Lunch,D,Soup,1.03,1.5,1.54
2025-06-13,Lunch,D,Vegetables,0.58,3.0,1.74
2025-08-08,Dinner,D,Soup,2.31,1.5,3.46
2025-07-24,Lunch,A,Rice,1.84,2.0,3.68
2025-06-29,Lunch,B,Soup,4.79,1.5,7.19
2025-07-30,Dinner,C,Soup,2.48,1.5,3.72
2025-07-09,Breakfast,A,Soup,4.68,1.5,7.02
2025-07-01,Dinner,D,Soup,1.64,1.5,2.46
2025-06-18,Lunch,A,Soup,3.36,1.5,5.04
2025-07-01,Dinner,C,Soup,0.25,1.5,0.38
2025-07-11,Dinner,C,Soup,0.86,1.5,1.29
2025-06-25,Breakfast,C,Vegetables,1.28,3.0,3.84
2025-06-28,Breakfast,C,Soup,4.04,1.5,6.06
2025-07-21,Breakfast,A,Meat,2.61,8.0,20.88
2025-07-29,Dinner,D,Vegetables,2.56,3.0,7.68
2025-07-22,Dinner,D,Soup,1.3,1.5,1.95
2025-07-01,Lunch,C,Rice,4.9,2.0,9.8
2025-07-06,Dinner,A,Meat,2.77,8.0,22.16
2025-08-07,Breakfast,A,Meat,0.33,8.0,2.64
2025-08-03,Dinner,D,Vegetables,3.2,3.0,9.6
2025-06-13,Dinner,D,Rice,0.93,2.0,1.86
2025-06-15,Lunch,C,Meat,4.31,8.0,34.48
2025-07-31,Breakfast,A,Soup,4.46,1.5,6.69
2025-06-18,Lunch,C,Vegetables,0.57,3.0,1.71
2025-08-04,Breakfast,B,Soup,4.18,1.5,6.27
2025-06-18,Breakfast,C,Meat,3.87,8.0,30.96
2025-07-21,Dinner,C,Vegetables,2.33,3.0,6.99
2025-06-11,Lunch,B,Vegetables,4.94,3.0,14.82
2025-06-25,Dinner,B,Soup,3.51,1.5,5.26
2025-07-05,Breakfast,B,Meat,1.17,8.0,9.36
2025-07-22,Breakfast,D,Soup,3.73,1.5,5.59
2025-06-29,Breakfast,B,Soup,3.63,1.5,5.45
2025-07-26,Lunch,C,Meat,2.51,8.0,20.08
2025-07-26,Breakfast,A,Meat,1.41,8.0,11.28
2025-06-11,Breakfast,C,Vegetables,1.72,3.0,5.16
2025-07-30,Breakfast,B,Rice,3.81,2.0,7.62
2025-07-27,Breakfast,B,Meat,0.87,8.0,6.96
2025-08-07,Lunch,B,Meat,2.84,8.0,22.72
2025-07-19,Breakfast,C,Vegetables,1.21,3.0,3.63
2025-06-27,Lunch,C,Meat,2.85,8.0,22.8
2025-07-08,Lunch,A,Soup,4.36,1.5,6.54
2025-06-26,Dinner,A,Vegetables,2.19,3.0,6.57
2025-06-24,Breakfast,A,Vegetables,4.38,3.0,13.14
2025-06-12,Dinner,D,Vegetables,0.28,3.0,0.84
2025-07-22,Breakfast,C,Vegetables,0.84,3.0,2.52
2025-06-13,Dinner,A,Meat,2.27,8.0,18.16
2025-07-16,Lunch,D,Rice,1.45,2.0,2.9
2025-06-28,Lunch,C,Soup,4.4,1.5,6.6
2025-06-17,Dinner,A,Soup,0.4,1.5,0.6
2025-08-02,Dinner,A,Soup,3.95,1.5,5.93
2025-08-06,Breakfast,D,Rice,3.35,2.0,6.7
2025-07-07,Dinner,B,Rice,2.14,2.0,4.28
2025-07-15,Dinner,B,Soup,3.11,1.5,4.67
2025-08-09,Breakfast,B,Meat,0.34,8.0,2.72
2025-06-11,Breakfast,D,Vegetables,4.09,3.0,12.27
2025-08-05,Lunch,B,Soup,1.08,1.5,1.62
2025-06-30,Dinner,A,Soup,0.46,1.5,0.69
2025-06-15,Lunch,B,Soup,0.79,1.5,1.19
2025-07-20,Lunch,D,Rice,1.89,2.0,3.78
2025-06-15,Dinner,A,Soup,3.4,1.5,5.1
2025-08-08,Dinner,B,Vegetables,2.34,3.0,7.02
2025-07-05,Lunch,D,Vegetables,2.65,3.0,7.95
2025-07-21,Breakfast,D,Rice,4.25,2.0,8.5
2025-06-27,Dinner,B,Meat,2.28,8.0,18.24
2025-07-24,Lunch,C,Soup,4.04,1.5,6.06
2025-06-29,Breakfast,A,Rice,1.58,2.0,3.16
2025-07-19,Dinner,C,Meat,0.59,8.0,4.72
2025-07-15,Lunch,C,Vegetables,1.39,3.0,4.17
2025-06-21,Dinner,B,Rice,4.29,2.0,8.58
2025-07-13,Breakfast,C,Meat,3.51,8.0,28.08
2025-07-19,Dinner,A,Meat,2.26,8.0,18.08
2025-06-23,Lunch,B,Meat,3.88,8.0,31.04
2025-06-15,Breakfast,A,Soup,2.94,1.5,4.41
2025-07-07,Lunch,D,Meat,2.19,8.0,17.52
2025-06-17,Breakfast,A,Rice,1.12,2.0,2.24
2025-06-30,Dinner,B,Vegetables,1.47,3.0,4.41
2025-08-07,Breakfast,D,Meat,3.53,8.0,28.24
2025-08-01,Dinner,D,Soup,3.35,1.5,5.03
2025-08-08,Breakfast,B,Rice,3.13,2.0,6.26
2025-07-04,Lunch,A,Rice,1.01,2.0,2.02
2025-07-24,Dinner,A,Vegetables,1.92,3.0,5.76
2025-06-22,Lunch,B,Meat,0.56,8.0,4.48
2025-06-14,Breakfast,D,Rice,1.79,2.0,3.58
2025-06-19,Dinner,A,Soup,3.13,1.5,4.7
2025-06-30,Breakfast,C,Vegetables,2.62,3.0,7.86
2025-08-02,Dinner,D,Rice,0.73,2.0,1.46
2025-06-20,Dinner,D,Meat,2.6,8.0,20.8
2025-08-09,Breakfast,C,Rice,2.47,2.0,4.94
2025-07-16,Breakfast,D,Rice,0.36,2.0,0.72
2025-07-25,Dinner,C,Vegetables,4.96,3.0,14.88
2025-08-08,Breakfast,C,Vegetables,1.88,3.0,5.64
2025-07-12,Dinner,A,Soup,3.16,1.5,4.74
2025-07-11,Lunch,D,Soup,4.96,1.5,7.44
2025-06-22,Lunch,C,Meat,3.32,8.0,26.56
2025-07-22,Lunch,B,Soup,2.56,1.5,3.84
2025-07-06,Breakfast,A,Vegetables,0.41,3.0,1.23
2025-06-19,Breakfast,B,Vegetables,4.11,3.0,12.33
2025-06-23,Breakfast,A,Vegetables,0.98,3.0,2.94
2025-07-15,Dinner,B,Meat,3.56,8.0,28.48
2025-08-06,Lunch,B,Meat,2.06,8.0,16.48
2025-07-22,Dinner,B,Rice,1.08,2.0,2.16
2025-07-25,Dinner,A,Rice,2.47,2.0,4.94
2025-07-22,Breakfast,A,Vegetables,3.64,3.0,10.92
2025-08-05,Breakfast,D,Soup,0.77,1.5,1.16
2025-07-15,Breakfast,B,Soup,2.08,1.5,3.12
2025-06-28,Breakfast,B,Rice,0.69,2.0,1.38
2025-07-22,Lunch,D,Meat,0.44,8.0,3.52
2025-07-22,Lunch,A,Meat,1.68,8.0,13.44
2025-08-08,Breakfast,D,Soup,3.14,1.5,4.71
2025-07-01,Dinner,D,Vegetables,0.19,3.0,0.57
2025-07-07,Breakfast,A,Rice,0.59,2.0,1.18
2025-06-14,Breakfast,A,Rice,1.28,2.0,2.56
2025-06-24,Dinner,C,Rice,3.66,2.0,7.32
2025-08-04,Breakfast,A,Soup,1.08,1.5,1.62
2025-06-13,Dinner,D,Vegetables,4.37,3.0,13.11
2025-08-03,Breakfast,B,Meat,3.75,8.0,30.0
2025-07-02,Dinner,B,Vegetables,3.42,3.0,10.26
2025-07-20,Lunch,A,Rice,4.78,2.0,9.56
2025-06-19,Dinner,B,Meat,1.43,8.0,11.44
2025-07-15,Lunch,D,Rice,2.69,2.0,5.38
2025-07-16,Dinner,A,Vegetables,2.79,3.0,8.37
2025-06-27,Lunch,D,Soup,4.59,1.5,6.88
2025-07-29,Lunch,B,Meat,2.28,8.0,18.24
2025-06-23,Dinner,B,Soup,4.92,1.5,7.38
2025-07-08,Lunch,B,Vegetables,0.18,3.0,0.54
2025-08-08,Lunch,D,Soup,3.61,1.5,5.42
2025-06-17,Breakfast,B,Soup,4.31,1.5,6.46
2025-06-19,Lunch,A,Meat,0.13,8.0,1.04
2025-06-12,Dinner,C,Rice,4.08,2.0,8.16
2025-07-30,Dinner,D,Vegetables,1.45,3.0,4.35
2025-07-17,Dinner,D,Rice,1.42,2.0,2.84
2025-08-10,Breakfast,A,Vegetables,2.45,3.0,7.35
2025-06-13,Dinner,A,Soup,4.53,1.5,6.79
2025-06-22,Dinner,D,Meat,2.68,8.0,21.44
2025-07-24,Lunch,D,Rice,0.78,2.0,1.56
2025-06-12,Lunch,D,Meat,2.76,8.0,22.08
2025-07-10,Breakfast,C,Vegetables,1.04,3.0,3.12
2025-07-31,Breakfast,B,Soup,4.61,1.5,6.92
2025-08-03,Dinner,A,Vegetables,3.19,3.0,9.57
2025-07-05,Dinner,B,Rice,4.06,2.0,8.12
2025-06-26,Breakfast,B,Rice,2.76,2.0,5.52
2025-07-08,Lunch,A,Vegetables,2.45,3.0,7.35
2025-08-02,Breakfast,A,Vegetables,3.27,3.0,9.81
2025-07-19,Lunch,C,Soup,0.75,1.5,1.12
2025-06-16,Lunch,D,Meat,3.46,8.0,27.68
2025-08-07,Lunch,C,Rice,3.25,2.0,6.5
2025-07-31,Lunch,C,Rice,1.02,2.0,2.04
2025-07-09,Lunch,D,Rice,4.25,2.0,8.5
2025-07-19,Lunch,D,Soup,0.14,1.5,0.21
2025-07-08,Lunch,B,Soup,4.69,1.5,7.04
2025-08-08,Lunch,B,Meat,1.19,8.0,9.52
2025-07-25,Breakfast,B,Rice,4.13,2.0,8.26
2025-06-18,Dinner,B,Soup,4.85,1.5,7.27
2025-07-20,Dinner,B,Rice,0.3,2.0,0.6
2025-06-17,Dinner,D,Meat,1.45,8.0,11.6
2025-07-28,Dinner,A,Rice,4.72,2.0,9.44
2025-07-27,Dinner,A,Vegetables,0.79,3.0,2.37
2025-07-14,Lunch,B,Rice,2.28,2.0,4.56
2025-07-04,Breakfast,D,Vegetables,2.35,3.0,7.05
2025-08-07,Lunch,C,Vegetables,4.26,3.0,12.78
2025-07-21,Lunch,B,Soup,3.54,1.5,5.31
2025-07-26,Dinner,C,Soup,3.89,1.5,5.83
2025-08-01,Breakfast,C,Soup,4.48,1.5,6.72
2025-07-08,Dinner,D,Vegetables,2.13,3.0,6.39
2025-06-17,Dinner,A,Rice,2.66,2.0,5.32
2025-07-14,Dinner,A,Soup,1.11,1.5,1.67
2025-07-30,Dinner,A,Vegetables,4.7,3.0,14.1
2025-07-23,Dinner,D,Rice,2.97,2.0,5.94
2025-07-15,Dinner,C,Meat,0.76,8.0,6.08
2025-07-21,Lunch,B,Vegetables,3.57,3.0,10.71
2025-06-16,Lunch,B,Rice,2.5,2.0,5.0
2025-07-28,Dinner,B,Soup,3.52,1.5,5.28
2025-07-23,Lunch,B,Soup,1.93,1.5,2.9
2025-06-25,Lunch,A,Meat,2.59,8.0,20.72
2025-06-29,Dinner,B,Meat,4.32,8.0,34.56
2025-07-23,Breakfast,C,Vegetables,3.66,3.0,10.98
2025-06-13,Dinner,C,Vegetables,2.87,3.0,8.61
2025-07-20,Dinner,D,Meat,2.73,8.0,21.84
2025-07-19,Breakfast,B,Rice,1.25,2.0,2.5
2025-07-13,Dinner,B,Meat,0.46,8.0,3.68
2025-06-17,Lunch,D,Soup,4.35,1.5,6.52
2025-06-24,Lunch,D,Meat,1.51,8.0,12.08
2025-07-28,Breakfast,B,Soup,2.52,1.5,3.78
2025-06-22,Lunch,D,Vegetables,0.79,3.0,2.37
2025-06-13,Lunch,A,Rice,4.28,2.0,8.56
2025-06-22,Breakfast,A,Soup,4.51,1.5,6.76
2025-06-15,Dinner,A,Rice,0.17,2.0,0.34
2025-06-26,Breakfast,A,Soup,4.95,1.5,7.43
2025-08-03,Lunch,A,Vegetables,2.55,3.0,7.65
2025-08-02,Breakfast,C,Vegetables,1.38,3.0,4.14
2025-07-10,Dinner,C,Meat,4.45,8.0,35.6
2025-07-28,Breakfast,D,Vegetables,3.47,3.0,10.41
2025-07-11,Lunch,A,Vegetables,3.65,3.0,10.95
2025-08-04,Dinner,D,Rice,2.72,2.0,5.44
2025-06-28,Lunch,D,Vegetables,0.99,3.0,2.97
2025-06-15,Breakfast,A,Meat,1.61,8.0,12.88
2025-07-11,Lunch,C,Rice,1.77,2.0,3.54
2025-06-30,Dinner,A,Vegetables,2.81,3.0,8.43
2025-07-23,Breakfast,B,Meat,4.4,8.0,35.2
2025-07-14,Dinner,D,Meat,3.28,8.0,26.24
2025-06-13,Lunch,B,Meat,3.82,8.0,30.56
2025-06-24,Lunch,B,Meat,4.97,8.0,39.76
2025-07-19,Dinner,D,Vegetables,1.64,3.0,4.92
2025-06-11,Breakfast,A,Soup,3.21,1.5,4.81
2025-06-12,Lunch,C,Vegetables,2.74,3.0,8.22
2025-07-17,Lunch,C,Soup,4.93,1.5,7.39
2025-06-20,Dinner,A,Soup,0.53,1.5,0.8
2025-06-11,Breakfast,B,Meat,0.55,8.0,4.4
2025-07-06,Dinner,D,Vegetables,0.18,3.0,0.54
2025-06-30,Breakfast,B,Soup,1.63,1.5,2.44
2025-06-15,Dinner,B,Rice,3.39,2.0,6.78
2025-07-03,Breakfast,B,Soup,0.77,1.5,1.16
2025-06-16,Breakfast,A,Vegetables,1.58,3.0,4.74
2025-07-29,Dinner,A,Vegetables,2.81,3.0,8.43
2025-07-05,Breakfast,C,Rice,3.76,2.0,7.52
2025-08-01,Breakfast,A,Soup,0.25,1.5,0.38
2025-07-12,Dinner,B,Vegetables,0.62,3.0,1.86
2025-07-14,Lunch,B,Meat,2.02,8.0,16.16
2025-08-06,Lunch,D,Soup,0.39,1.5,0.58
2025-07-28,Breakfast,D,Rice,4.33,2.0,8.66
2025-08-01,Dinner,A,Meat,4.04,8.0,32.32
2025-07-22,Lunch,B,Meat,0.48,8.0,3.84
2025-07-28,Dinner,B,Meat,1.11,8.0,8.88
2025-07-22,Breakfast,B,Soup,1.3,1.5,1.95
2025-07-17,Dinner,A,Meat,4.96,8.0,39.68
2025-07-08,Breakfast,C,Meat,1.03,8.0,8.24
2025-07-13,Breakfast,B,Meat,1.64,8.0,13.12
2025-06-23,Dinner,D,Vegetables,4.03,3.0,12.09
2025-07-27,Dinner,D,Vegetables,1.32,3.0,3.96
2025-07-12,Breakfast,B,Meat,0.75,8.0,6.0
2025-06-13,Breakfast,D,Vegetables,3.28,3.0,9.84
2025-07-05,Lunch,A,Meat,3.8,8.0,30.4
2025-06-15,Dinner,C,Rice,0.63,2.0,1.26
2025-06-12,Lunch,A,Vegetables,2.59,3.0,7.77
2025-08-05,Breakfast,A,Vegetables,3.48,3.0,10.44
2025-07-24,Breakfast,C,Rice,3.46,2.0,6.92
2025-06-22,Breakfast,C,Rice,1.31,2.0,2.62
2025-06-13,Lunch,D,Meat,2.23,8.0,17.84
2025-07-25,Lunch,B,Meat,0.77,8.0,6.16
2025-07-07,Breakfast,B,Vegetables,2.07,3.0,6.21
2025-07-31,Lunch,B,Vegetables,2.14,3.0,6.42
2025-07-22,Breakfast,C,Rice,2.41,2.0,4.82
2025-07-31,Breakfast,A,Rice,3.08,2.0,6.16
2025-08-07,Dinner,B,Vegetables,2.35,3.0,7.05
2025-07-24,Breakfast,C,Soup,0.3,1.5,0.45
2025-06-21,Breakfast,B,Rice,4.09,2.0,8.18
2025-07-15,Lunch,B,Vegetables,4.37,3.0,13.11
2025-08-04,Lunch,A,Soup,1.56,1.5,2.34
2025-08-01,Lunch,A,Vegetables,4.83,3.0,14.49
2025-07-29,Dinner,C,Vegetables,2.43,3.0,7.29
2025-07-17,Dinner,D,Vegetables,2.31,3.0,6.93
2025-06-30,Breakfast,B,Vegetables,2.93,3.0,8.79
2025-07-15,Breakfast,D,Vegetables,3.0,3.0,9.0
2025-07-02,Lunch,A,Vegetables,3.88,3.0,11.64
2025-07-02,Lunch,B,Vegetables,3.09,3.0,9.27
2025-06-29,Lunch,A,Vegetables,2.14,3.0,6.42
2025-07-08,Dinner,B,Soup,2.54,1.5,3.81
2025-07-26,Breakfast,B,Rice,0.37,2.0,0.74
2025-06-18,Lunch,D,Rice,4.08,2.0,8.16
2025-07-25,Breakfast,D,Meat,0.27,8.0,2.16
2025-06-11,Lunch,C,Soup,1.87,1.5,2.81
2025-06-20,Dinner,C,Meat,1.62,8.0,12.96
2025-06-21,Dinner,D,Meat,3.29,8.0,26.32
2025-06-26,Breakfast,B,Meat,1.34,8.0,10.72
2025-06-12,Breakfast,B,Soup,1.29,1.5,1.94
2025-06-24,Breakfast,D,Vegetables,1.19,3.0,3.57
2025-06-17,Breakfast,D,Vegetables,0.17,3.0,0.51
2025-08-04,Breakfast,C,Rice,1.03,2.0,2.06
2025-07-07,Lunch,D,Rice,3.17,2.0,6.34
2025-08-03,Lunch,C,Soup,2.89,1.5,4.33
2025-06-24,Breakfast,A,Rice,1.33,2.0,2.66
2025-07-23,Dinner,B,Soup,1.66,1.5,2.49
2025-07-07,Dinner,A,Rice,4.71,2.0,9.42
2025-07-02,Dinner,C,Meat,4.11,8.0,32.88
2025-06-18,Breakfast,A,Rice,1.69,2.0,3.38
2025-06-11,Dinner,D,Soup,0.68,1.5,1.02
2025-06-13,Breakfast,C,Vegetables,2.4,3.0,7.2
2025-07-03,Lunch,B,Soup,4.68,1.5,7.02
2025-07-04,Dinner,C,Rice,3.49,2.0,6.98
2025-08-04,Breakfast,C,Meat,3.42,8.0,27.36
2025-07-19,Breakfast,D,Rice,0.15,2.0,0.3
2025-07-17,Lunch,C,Meat,1.41,8.0,11.28
2025-07-03,Dinner,D,Meat,4.81,8.0,38.48
2025-07-22,Breakfast,A,Rice,0.6,2.0,1.2
2025-06-21,Dinner,C,Soup,2.3,1.5,3.45
2025-07-10,Dinner,B,Rice,0.57,2.0,1.14
2025-08-02,Dinner,D,Soup,3.84,1.5,5.76
2025-06-23,Lunch,C,Soup,1.26,1.5,1.89
2025-07-12,Breakfast,A,Meat,0.13,8.0,1.04
2025-07-28,Dinner,B,Rice,0.6,2.0,1.2
2025-06-12,Breakfast,D,Rice,4.41,2.0,8.82
2025-08-05,Dinner,D,Rice,1.35,2.0,2.7
2025-06-24,Dinner,D,Soup,3.99,1.5,5.99
2025-06-12,Dinner,D,Rice,4.91,2.0,9.82
2025-06-24,Dinner,C,Vegetables,0.64,3.0,1.92
2025-07-20,Breakfast,D,Soup,4.5,1.5,6.75
2025-06-16,Dinner,C,Rice,3.03,2.0,6.06
2025-07-16,Dinner,B,Soup,1.9,1.5,2.85
2025-06-18,Lunch,B,Soup,0.43,1.5,0.65
2025-06-29,Dinner,A,Soup,3.62,1.5,5.43
2025-07-21,Breakfast,D,Soup,2.23,1.5,3.34
2025-07-22,Lunch,C,Vegetables,4.04,3.0,12.12
2025-08-09,Dinner,B,Rice,3.2,2.0,6.4
2025-06-26,Dinner,C,Rice,4.99,2.0,9.98
2025-07-25,Dinner,D,Vegetables,4.87,3.0,14.61
2025-08-10,Lunch,A,Soup,1.33,1.5,2.0
2025-06-11,Dinner,C,Vegetables,2.81,3.0,8.43
2025-07-26,Breakfast,D,Meat,3.0,8.0,24.0
2025-06-15,Breakfast,D,Rice,2.7,2.0,5.4
2025-07-11,Dinner,A,Meat,1.84,8.0,14.72
2025-07-24,Dinner,B,Rice,3.26,2.0,6.52
2025-06-12,Lunch,B,Rice,1.49,2.0,2.98
2025-07-20,Breakfast,A,Soup,3.04,1.5,4.56
2025-07-29,Lunch,A,Rice,0.55,2.0,1.1
2025-06-13,Dinner,C,Meat,2.7,8.0,21.6
2025-06-27,Lunch,D,Rice,2.29,2.0,4.58
2025-07-26,Lunch,B,Rice,2.86,2.0,5.72
2025-07-25,Lunch,A,Rice,1.55,2.0,3.1
2025-06-26,Dinner,B,Vegetables,4.36,3.0,13.08
2025-06-22,Breakfast,D,Meat,1.93,8.0,15.44
2025-07-02,Breakfast,C,Soup,3.34,1.5,5.01
2025-07-27,Lunch,B,Meat,3.67,8.0,29.36
2025-06-14,Lunch,B,Meat,1.26,8.0,10.08
2025-06-16,Breakfast,C,Rice,0.58,2.0,1.16
2025-07-08,Dinner,A,Soup,2.71,1.5,4.06
2025-07-23,Breakfast,A,Meat,2.11,8.0,16.88
2025-06-20,Breakfast,D,Vegetables,3.55,3.0,10.65
2025-07-09,Breakfast,D,Vegetables,4.13,3.0,12.39
2025-07-25,Dinner,A,Meat,4.57,8.0,36.56
2025-07-08,Dinner,A,Meat,3.9,8.0,31.2
2025-08-09,Breakfast,C,Meat,2.59,8.0,20.72
2025-07-25,Dinner,B,Vegetables,1.17,3.0,3.51
2025-06-20,Breakfast,A,Vegetables,2.04,3.0,6.12
2025-07-25,Breakfast,C,Vegetables,1.02,3.0,3.06
2025-06-23,Breakfast,A,Meat,1.88,8.0,15.04
2025-07-29,Lunch,D,Rice,3.37,2.0,6.74
2025-08-05,Dinner,B,Rice,4.54,2.0,9.08
2025-07-19,Lunch,C,Rice,0.77,2.0,1.54
2025-06-26,Dinner,C,Vegetables,4.9,3.0,14.7
2025-06-19,Breakfast,B,Rice,4.24,2.0,8.48
2025-06-15,Dinner,C,Soup,4.43,1.5,6.64
2025-08-02,Dinner,D,Meat,1.37,8.0,10.96
2025-07-22,Lunch,A,Rice,2.15,2.0,4.3
2025-06-16,Lunch,C,Soup,4.29,1.5,6.44
2025-06-27,Breakfast,A,Vegetables,0.8,3.0,2.4
2025-07-26,Breakfast,B,Meat,4.98,8.0,39.84
2025-06-20,Breakfast,B,Meat,1.58,8.0,12.64
2025-06-25,Breakfast,A,Meat,0.64,8.0,5.12
2025-06-16,Breakfast,C,Meat,4.45,8.0,35.6
2025-07-26,Dinner,C,Meat,2.97,8.0,23.76
2025-07-13,Dinner,B,Vegetables,4.95,3.0,14.85
2025-07-25,Lunch,D,Vegetables,1.86,3.0,5.58
2025-07-24,Lunch,A,Meat,2.62,8.0,20.96
2025-08-03,Breakfast,C,Meat,1.38,8.0,11.04
2025-08-02,Breakfast,C,Rice,3.24,2.0,6.48
